leakage,integration_cost,p_modular,p_withholding,p_ownership,mean_context_use
0.36666667,0.19500000,0.15550000,0.00010000,0.84440000,0.99998154
0.38333333,0.19500000,0.13040000,0.00000000,0.86960000,1.00000000
0.40000000,0.19500000,0.10870000,0.00000000,0.89130000,1.00000000
0.41666667,0.19500000,0.08990000,0.00000000,0.91010000,1.00000000
0.43333333,0.19500000,0.07630000,0.00010000,0.92360000,0.99999848
0.45000000,0.19500000,0.06250000,0.00010000,0.93740000,0.99999372
0.46666667,0.19500000,0.05180000,0.00010000,0.94810000,0.99998896
0.48333333,0.19500000,0.04400000,0.00010000,0.95590000,0.99998420
0.50000000,0.19500000,0.03740000,0.00000000,0.96260000,1.00000000
0.51666667,0.19500000,0.03180000,0.00000000,0.96820000,1.00000000
0.53333333,0.19500000,0.02600000,0.00000000,0.97400000,1.00000000
0.55000000,0.19500000,0.02130000,0.00000000,0.97870000,1.00000000
0.56666667,0.19500000,0.01790000,0.00010000,0.98200000,0.99999936
0.58333333,0.19500000,0.01480000,0.00010000,0.98510000,0.99999574
0.60000000,0.19500000,0.01150000,0.00000000,0.98850000,1.00000000
0.61666667,0.19500000,0.00960000,0.00000000,0.99040000,1.00000000
0.63333333,0.19500000,0.00820000,0.00000000,0.99180000,1.00000000
0.65000000,0.19500000,0.00680000,0.00000000,0.99320000,1.00000000
0.66666667,0.19500000,0.00550000,0.00010000,0.99440000,0.99999986
0.68333333,0.19500000,0.00440000,0.00010000,0.99550000,0.99999680
0.70000000,0.19500000,0.00400000,0.00010000,0.99590000,0.99999374
0.71666667,0.19500000,0.00380000,0.00000000,0.99620000,1.00000000
0.73333333,0.19500000,0.00340000,0.00000000,0.99660000,1.00000000
0.75000000,0.19500000,0.00290000,0.00000000,0.99710000,1.00000000
0.76666667,0.19500000,0.00240000,0.00000000,0.99760000,1.00000000
0.78333333,0.19500000,0.00170000,0.00000000,0.99830000,1.00000000
0.80000000,0.19500000,0.00140000,0.00000000,0.99860000,1.00000000
0.81666667,0.19500000,0.00100000,0.00000000,0.99900000,1.00000000
0.83333333,0.19500000,0.00050000,0.00000000,0.99950000,1.00000000
0.85000000,0.19500000,0.00050000,0.00000000,0.99950000,1.00000000
0.86666667,0.19500000,0.00050000,0.00000000,0.99950000,1.00000000
0.88333333,0.19500000,0.00050000,0.00000000,0.99950000,1.00000000
0.90000000,0.19500000,0.00030000,0.00000000,0.99970000,1.00000000
0.91666667,0.19500000,0.00020000,0.00000000,0.99980000,1.00000000
0.93333333,0.19500000,0.00020000,0.00000000,0.99980000,1.00000000
0.95000000,0.19500000,0.00020000,0.00000000,0.99980000,1.00000000
0.96666667,0.19500000,0.00010000,0.00000000,0.99990000,1.00000000
0.98333333,0.19500000,0.00010000,0.00000000,0.99990000,1.00000000
1.00000000,0.19500000,0.00010000,0.00000000,0.99990000,1.00000000
0.00000000,0.21000000,1.00000000,0.00000000,0.00000000,1.00000000
0.01666667,0.21000000,1.00000000,0.00000000,0.00000000,1.00000000
0.03333333,0.21000000,1.00000000,0.00000000,0.00000000,1.00000000
0.05000000,0.21000000,1.00000000,0.00000000,0.00000000,1.00000000
0.06666667,0.21000000,0.99980000,0.00000000,0.00020000,1.00000000
0.08333333,0.21000000,0.99790000,0.00000000,0.00210000,1.00000000
0.10000000,0.21000000,0.99380000,0.00000000,0.00620000,1.00000000
0.11666667,0.21000000,0.98250000,0.00000000,0.01750000,1.00000000
0.13333333,0.21000000,0.96210000,0.00000000,0.03790000,1.00000000
0.15000000,0.21000000,0.93070000,0.00000000,0.06930000,1.00000000
0.16666667,0.21000000,0.88630000,0.00000000,0.11370000,1.00000000
0.18333333,0.21000000,0.83090000,0.00000000,0.16910000,1.00000000
0.20000000,0.21000000,0.76620000,0.00000000,0.23380000,1.00000000
0.21666667,0.21000000,0.70140000,0.00000000,0.29860000,1.00000000
0.23333333,0.21000000,0.63400000,0.00000000,0.36600000,1.00000000
0.25000000,0.21000000,0.56410000,0.00000000,0.43590000,1.00000000
0.26666667,0.21000000,0.49600000,0.00000000,0.50400000,1.00000000
0.28333333,0.21000000,0.43460000,0.00000000,0.56540000,1.00000000
0.30000000,0.21000000,0.37940000,0.00000000,0.62060000,1.00000000
0.31666667,0.21000000,0.32810000,0.00010000,0.67180000,0.99999905
0.33333333,0.21000000,0.28590000,0.00020000,0.71390000,0.99998690
0.35000000,0.21000000,0.24380000,0.00010000,0.75610000,0.99998794
0.36666667,0.21000000,0.20640000,0.00010000,0.79350000,0.99998154
0.38333333,0.21000000,0.17610000,0.00010000,0.82380000,0.99997515
0.40000000,0.21000000,0.14820000,0.00010000,0.85170000,0.99996875
0.41666667,0.21000000,0.12560000,0.00010000,0.87430000,0.99996236
0.43333333,0.21000000,0.10520000,0.00010000,0.89470000,0.99999848
0.45000000,0.21000000,0.08900000,0.00010000,0.91090000,0.99999372
0.46666667,0.21000000,0.07630000,0.00010000,0.92360000,0.99998896
0.48333333,0.21000000,0.06390000,0.00020000,0.93590000,0.99998417
0.50000000,0.21000000,0.05300000,0.00010000,0.94690000,0.99997944
0.51666667,0.21000000,0.04560000,0.00010000,0.95430000,0.99997468
0.53333333,0.21000000,0.03950000,0.00010000,0.96040000,0.99996992
0.55000000,0.21000000,0.03370000,0.00000000,0.96630000,1.00000000
0.56666667,0.21000000,0.02900000,0.00010000,0.97090000,0.99999936
0.58333333,0.21000000,0.02350000,0.00020000,0.97630000,0.99999398
0.60000000,0.21000000,0.01930000,0.00020000,0.98050000,0.99998683
0.61666667,0.21000000,0.01640000,0.00020000,0.98340000,0.99997967
0.63333333,0.21000000,0.01410000,0.00010000,0.98580000,0.99998490
0.65000000,0.21000000,0.01100000,0.00000000,0.98900000,1.00000000
0.66666667,0.21000000,0.00920000,0.00010000,0.99070000,0.99999986
0.68333333,0.21000000,0.00800000,0.00010000,0.99190000,0.99999680
0.70000000,0.21000000,0.00670000,0.00010000,0.99320000,0.99999374
0.71666667,0.21000000,0.00550000,0.00010000,0.99440000,0.99999068
0.73333333,0.21000000,0.00450000,0.00010000,0.99540000,0.99998762
0.75000000,0.21000000,0.00410000,0.00010000,0.99580000,0.99998456
0.76666667,0.21000000,0.00390000,0.00000000,0.99610000,1.00000000
0.78333333,0.21000000,0.00360000,0.00000000,0.99640000,1.00000000
0.80000000,0.21000000,0.00320000,0.00000000,0.99680000,1.00000000
0.81666667,0.21000000,0.00250000,0.00010000,0.99740000,0.99999862
0.83333333,0.21000000,0.00180000,0.00010000,0.99810000,0.99999610
0.85000000,0.21000000,0.00150000,0.00020000,0.99830000,0.99999151
0.86666667,0.21000000,0.00110000,0.00010000,0.99880000,0.99999549
0.88333333,0.21000000,0.00070000,0.00010000,0.99920000,0.99999306
0.90000000,0.21000000,0.00050000,0.00000000,0.99950000,1.00000000
0.91666667,0.21000000,0.00050000,0.00000000,0.99950000,1.00000000
0.93333333,0.21000000,0.00050000,0.00000000,0.99950000,1.00000000
0.95000000,0.21000000,0.00050000,0.00000000,0.99950000,1.00000000
0.96666667,0.21000000,0.00030000,0.00000000,0.99970000,1.00000000
0.98333333,0.21000000,0.00030000,0.00000000,0.99970000,1.00000000
1.00000000,0.21000000,0.00020000,0.00000000,0.99980000,1.00000000
0.00000000,0.22500000,1.00000000,0.00000000,0.00000000,1.00000000
0.01666667,0.22500000,1.00000000,0.00000000,0.00000000,1.00000000
0.03333333,0.22500000,1.00000000,0.00000000,0.00000000,1.00000000
0.05000000,0.22500000,1.00000000,0.00000000,0.00000000,1.00000000
0.06666667,0.22500000,0.99990000,0.00000000,0.00010000,1.00000000
0.08333333,0.22500000,0.99880000,0.00000000,0.00120000,1.00000000
0.10000000,0.22500000,0.99590000,0.00000000,0.00410000,1.00000000
0.11666667,0.22500000,0.98860000,0.00000000,0.01140000,1.00000000
0.13333333,0.22500000,0.97410000,0.00000000,0.02590000,1.00000000
0.15000000,0.22500000,0.95140000,0.00000000,0.04860000,1.00000000
0.16666667,0.22500000,0.91890000,0.00000000,0.08110000,1.00000000
0.18333333,0.22500000,0.87230000,0.00000000,0.12770000,1.00000000
0.20000000,0.22500000,0.81950000,0.00000000,0.18050000,1.00000000
0.21666667,0.22500000,0.75810000,0.00000000,0.24190000,1.00000000
0.23333333,0.22500000,0.69600000,0.00000000,0.30400000,1.00000000
0.25000000,0.22500000,0.63390000,0.00010000,0.36600000,0.99999889
0.26666667,0.22500000,0.56810000,0.00000000,0.43190000,1.00000000
0.28333333,0.22500000,0.50390000,0.00000000,0.49610000,1.00000000
0.30000000,0.22500000,0.44640000,0.00000000,0.55360000,1.00000000
0.31666667,0.22500000,0.39440000,0.00010000,0.60550000,0.99999905
0.33333333,0.22500000,0.34490000,0.00020000,0.65490000,0.99998690
0.35000000,0.22500000,0.30280000,0.00020000,0.69700000,0.99997402
0.36666667,0.22500000,0.26160000,0.00030000,0.73810000,0.99995877
0.38333333,0.22500000,0.22630000,0.00020000,0.77350000,0.99996985
0.40000000,0.22500000,0.19210000,0.00020000,0.80770000,0.99996752
0.41666667,0.22500000,0.16580000,0.00020000,0.83400000,0.99995598
0.43333333,0.22500000,0.14190000,0.00020000,0.85790000,0.99995444
0.45000000,0.22500000,0.12180000,0.00020000,0.87800000,0.99994329
0.46666667,0.22500000,0.10290000,0.00020000,0.89690000,0.99993214
0.48333333,0.22500000,0.08790000,0.00040000,0.91170000,0.99991886
0.50000000,0.22500000,0.07600000,0.00040000,0.92360000,0.99997371
0.51666667,0.22500000,0.06470000,0.00040000,0.93490000,0.99996041
0.53333333,0.22500000,0.05400000,0.00020000,0.94580000,0.99996770
0.55000000,0.22500000,0.04720000,0.00030000,0.95250000,0.99995798
0.56666667,0.22500000,0.04060000,0.00030000,0.95910000,0.99995906
0.58333333,0.22500000,0.03500000,0.00050000,0.96450000,0.99994458
0.60000000,0.22500000,0.03080000,0.00030000,0.96890000,0.99993772
0.61666667,0.22500000,0.02570000,0.00020000,0.97410000,0.99997967
0.63333333,0.22500000,0.02150000,0.00020000,0.97830000,0.99997252
0.65000000,0.22500000,0.01840000,0.00020000,0.98140000,0.99996536
0.66666667,0.22500000,0.01520000,0.00050000,0.98430000,0.99995509
0.68333333,0.22500000,0.01330000,0.00020000,0.98650000,0.99997086
0.70000000,0.22500000,0.01020000,0.00010000,0.98970000,0.99999374
0.71666667,0.22500000,0.00900000,0.00010000,0.99090000,0.99999068
0.73333333,0.22500000,0.00790000,0.00010000,0.99200000,0.99998762
0.75000000,0.22500000,0.00670000,0.00010000,0.99320000,0.99998456
0.76666667,0.22500000,0.00560000,0.00010000,0.99430000,0.99998150
0.78333333,0.22500000,0.00450000,0.00010000,0.99540000,0.99997844
0.80000000,0.22500000,0.00410000,0.00010000,0.99580000,0.99997538
0.81666667,0.22500000,0.00390000,0.00020000,0.99590000,0.99997095
0.83333333,0.22500000,0.00360000,0.00020000,0.99620000,0.99996536
0.85000000,0.22500000,0.00320000,0.00020000,0.99660000,0.99999151
0.86666667,0.22500000,0.00270000,0.00020000,0.99710000,0.99998655
0.88333333,0.22500000,0.00240000,0.00020000,0.99740000,0.99998159
0.90000000,0.22500000,0.00170000,0.00020000,0.99810000,0.99997663
0.91666667,0.22500000,0.00140000,0.00020000,0.99840000,0.99997167
0.93333333,0.22500000,0.00100000,0.00010000,0.99890000,0.99998575
0.95000000,0.22500000,0.00070000,0.00010000,0.99920000,0.99998331
0.96666667,0.22500000,0.00050000,0.00010000,0.99940000,0.99998087
0.98333333,0.22500000,0.00050000,0.00000000,0.99950000,1.00000000
1.00000000,0.22500000,0.00050000,0.00000000,0.99950000,1.00000000
0.00000000,0.24000000,1.00000000,0.00000000,0.00000000,1.00000000
0.01666667,0.24000000,1.00000000,0.00000000,0.00000000,1.00000000
0.03333333,0.24000000,1.00000000,0.00000000,0.00000000,1.00000000
0.05000000,0.24000000,1.00000000,0.00000000,0.00000000,1.00000000
0.06666667,0.24000000,0.99990000,0.00000000,0.00010000,1.00000000
0.08333333,0.24000000,0.99950000,0.00000000,0.00050000,1.00000000
0.10000000,0.24000000,0.99730000,0.00000000,0.00270000,1.00000000
0.11666667,0.24000000,0.99310000,0.00000000,0.00690000,1.00000000
0.13333333,0.24000000,0.98250000,0.00000000,0.01750000,1.00000000
0.15000000,0.24000000,0.96560000,0.00000000,0.03440000,1.00000000
0.16666667,0.24000000,0.93900000,0.00000000,0.06100000,1.00000000
0.18333333,0.24000000,0.90480000,0.00000000,0.09520000,1.00000000
0.20000000,0.24000000,0.85960000,0.00000000,0.14040000,1.00000000
0.21666667,0.24000000,0.80770000,0.00000000,0.19230000,1.00000000
0.23333333,0.24000000,0.75270000,0.00010000,0.24720000,0.99999127
0.25000000,0.24000000,0.69230000,0.00010000,0.30760000,0.99999889
0.26666667,0.24000000,0.63380000,0.00020000,0.36600000,0.99998942
0.28333333,0.24000000,0.57180000,0.00010000,0.42810000,0.99999393
0.30000000,0.24000000,0.51180000,0.00000000,0.48820000,1.00000000
0.31666667,0.24000000,0.45690000,0.00010000,0.54300000,0.99999905
0.33333333,0.24000000,0.40670000,0.00020000,0.59310000,0.99998690
0.35000000,0.24000000,0.36080000,0.00030000,0.63890000,0.99996894
0.36666667,0.24000000,0.31750000,0.00030000,0.68220000,0.99995877
0.38333333,0.24000000,0.28010000,0.00040000,0.71950000,0.99993493
0.40000000,0.24000000,0.24350000,0.00060000,0.75590000,0.99990832
0.41666667,0.24000000,0.21130000,0.00040000,0.78830000,0.99993885
0.43333333,0.24000000,0.18190000,0.00040000,0.81770000,0.99994056
0.45000000,0.24000000,0.15730000,0.00040000,0.84230000,0.99993318
0.46666667,0.24000000,0.13710000,0.00020000,0.86270000,0.99993214
0.48333333,0.24000000,0.11790000,0.00050000,0.88160000,0.99991818
0.50000000,0.24000000,0.10040000,0.00060000,0.89900000,0.99989772
0.51666667,0.24000000,0.08700000,0.00080000,0.91220000,0.99986798
0.53333333,0.24000000,0.07570000,0.00080000,0.92350000,0.99984491
0.55000000,0.24000000,0.06510000,0.00070000,0.93420000,0.99983033
0.56666667,0.24000000,0.05510000,0.00090000,0.94400000,0.99980990
0.58333333,0.24000000,0.04840000,0.00090000,0.95070000,0.99981751
0.60000000,0.24000000,0.04180000,0.00070000,0.95750000,0.99980776
0.61666667,0.24000000,0.03660000,0.00060000,0.96280000,0.99980649
0.63333333,0.24000000,0.03190000,0.00060000,0.96750000,0.99978745
0.65000000,0.24000000,0.02800000,0.00050000,0.97150000,0.99979981
0.66666667,0.24000000,0.02310000,0.00080000,0.97610000,0.99978159
0.68333333,0.24000000,0.01960000,0.00080000,0.97960000,0.99975724
0.70000000,0.24000000,0.01730000,0.00070000,0.98200000,0.99974462
0.71666667,0.24000000,0.01440000,0.00080000,0.98480000,0.99972097
0.73333333,0.24000000,0.01250000,0.00040000,0.98710000,0.99984545
0.75000000,0.24000000,0.01000000,0.00030000,0.98970000,0.99984417
0.76666667,0.24000000,0.00890000,0.00020000,0.99090000,0.99988150
0.78333333,0.24000000,0.00790000,0.00020000,0.99190000,0.99987844
0.80000000,0.24000000,0.00670000,0.00020000,0.99310000,0.99987538
0.81666667,0.24000000,0.00550000,0.00030000,0.99420000,0.99987095
0.83333333,0.24000000,0.00450000,0.00030000,0.99520000,0.99986536
0.85000000,0.24000000,0.00400000,0.00040000,0.99560000,0.99985771
0.86666667,0.24000000,0.00380000,0.00040000,0.99580000,0.99984970
0.88333333,0.24000000,0.00360000,0.00040000,0.99600000,0.99984168
0.90000000,0.24000000,0.00340000,0.00040000,0.99620000,0.99983366
0.91666667,0.24000000,0.00290000,0.00040000,0.99670000,0.99982564
0.93333333,0.24000000,0.00240000,0.00030000,0.99730000,0.99986671
0.95000000,0.24000000,0.00200000,0.00030000,0.99770000,0.99986175
0.96666667,0.24000000,0.00150000,0.00030000,0.99820000,0.99985679
0.98333333,0.24000000,0.00140000,0.00030000,0.99830000,0.99985183
1.00000000,0.24000000,0.00100000,0.00030000,0.99870000,0.99984687
0.00000000,0.25500000,1.00000000,0.00000000,0.00000000,1.00000000
0.01666667,0.25500000,1.00000000,0.00000000,0.00000000,1.00000000
0.03333333,0.25500000,1.00000000,0.00000000,0.00000000,1.00000000
0.05000000,0.25500000,1.00000000,0.00000000,0.00000000,1.00000000
0.06666667,0.25500000,0.99990000,0.00000000,0.00010000,1.00000000
0.08333333,0.25500000,0.99970000,0.00000000,0.00030000,1.00000000
0.10000000,0.25500000,0.99800000,0.00000000,0.00200000,1.00000000
0.11666667,0.25500000,0.99470000,0.00000000,0.00530000,1.00000000
0.13333333,0.25500000,0.98770000,0.00000000,0.01230000,1.00000000
0.15000000,0.25500000,0.97510000,0.00000000,0.02490000,1.00000000
0.16666667,0.25500000,0.95630000,0.00000000,0.04370000,1.00000000
0.18333333,0.25500000,0.92820000,0.00000000,0.07180000,1.00000000
0.20000000,0.25500000,0.89130000,0.00000000,0.10870000,1.00000000
0.21666667,0.25500000,0.84790000,0.00000000,0.15210000,1.00000000
0.23333333,0.25500000,0.79670000,0.00010000,0.20320000,0.99999127
0.25000000,0.25500000,0.74540000,0.00020000,0.25440000,0.99998081
0.26666667,0.25500000,0.68930000,0.00020000,0.31050000,0.99998942
0.28333333,0.25500000,0.63370000,0.00030000,0.36600000,0.99996741
0.30000000,0.25500000,0.57520000,0.00020000,0.42460000,0.99996061
0.31666667,0.25500000,0.51930000,0.00010000,0.48060000,0.99999905
0.33333333,0.25500000,0.46680000,0.00030000,0.53290000,0.99998521
0.35000000,0.25500000,0.41730000,0.00050000,0.58220000,0.99995974
0.36666667,0.25500000,0.37270000,0.00050000,0.62680000,0.99994043
0.38333333,0.25500000,0.32990000,0.00050000,0.66960000,0.99991773
0.40000000,0.25500000,0.29490000,0.00060000,0.70450000,0.99990832
0.41666667,0.25500000,0.25880000,0.00080000,0.74040000,0.99987053
0.43333333,0.25500000,0.22740000,0.00120000,0.77140000,0.99981849
0.45000000,0.25500000,0.19660000,0.00120000,0.80220000,0.99980949
0.46666667,0.25500000,0.17390000,0.00060000,0.82550000,0.99989029
0.48333333,0.25500000,0.15050000,0.00060000,0.84890000,0.99989122
0.50000000,0.25500000,0.13140000,0.00090000,0.86770000,0.99988699
0.51666667,0.25500000,0.11470000,0.00110000,0.88420000,0.99984738
0.53333333,0.25500000,0.09830000,0.00090000,0.90080000,0.99982996
0.55000000,0.25500000,0.08620000,0.00100000,0.91280000,0.99978920
0.56666667,0.25500000,0.07520000,0.00130000,0.92350000,0.99976582
0.58333333,0.25500000,0.06480000,0.00140000,0.93380000,0.99972800
0.60000000,0.25500000,0.05630000,0.00120000,0.94250000,0.99973108
0.61666667,0.25500000,0.04940000,0.00130000,0.94930000,0.99971409
0.63333333,0.25500000,0.04280000,0.00120000,0.95600000,0.99971436
0.65000000,0.25500000,0.03840000,0.00100000,0.96060000,0.99972209
0.66666667,0.25500000,0.03320000,0.00110000,0.96570000,0.99973942
0.68333333,0.25500000,0.02940000,0.00120000,0.96940000,0.99970531
0.70000000,0.25500000,0.02490000,0.00090000,0.97420000,0.99973234
0.71666667,0.25500000,0.02120000,0.00100000,0.97780000,0.99970258
0.73333333,0.25500000,0.01820000,0.00110000,0.98070000,0.99967639
0.75000000,0.25500000,0.01570000,0.00110000,0.98320000,0.99966714
0.76666667,0.25500000,0.01380000,0.00100000,0.98520000,0.99963765
0.78333333,0.25500000,0.01160000,0.00060000,0.98780000,0.99967247
0.80000000,0.25500000,0.00950000,0.00050000,0.99000000,0.99967634
0.81666667,0.25500000,0.00860000,0.00050000,0.99090000,0.99971610
0.83333333,0.25500000,0.00770000,0.00050000,0.99180000,0.99970690
0.85000000,0.25500000,0.00650000,0.00060000,0.99290000,0.99969564
0.86666667,0.25500000,0.00540000,0.00050000,0.99410000,0.99974970
0.88333333,0.25500000,0.00470000,0.00050000,0.99480000,0.99974168
0.90000000,0.25500000,0.00410000,0.00050000,0.99540000,0.99973366
0.91666667,0.25500000,0.00380000,0.00050000,0.99570000,0.99972564
0.93333333,0.25500000,0.00360000,0.00050000,0.99590000,0.99971762
0.95000000,0.25500000,0.00340000,0.00050000,0.99610000,0.99970960
0.96666667,0.25500000,0.00320000,0.00050000,0.99630000,0.99970158
0.98333333,0.25500000,0.00270000,0.00050000,0.99680000,0.99969356
1.00000000,0.25500000,0.00240000,0.00050000,0.99710000,0.99968555
0.00000000,0.27000000,1.00000000,0.00000000,0.00000000,1.00000000
0.01666667,0.27000000,1.00000000,0.00000000,0.00000000,1.00000000
0.03333333,0.27000000,1.00000000,0.00000000,0.00000000,1.00000000
0.05000000,0.27000000,1.00000000,0.00000000,0.00000000,1.00000000
0.06666667,0.27000000,1.00000000,0.00000000,0.00000000,1.00000000
0.08333333,0.27000000,0.99980000,0.00000000,0.00020000,1.00000000
0.10000000,0.27000000,0.99880000,0.00000000,0.00120000,1.00000000
0.11666667,0.27000000,0.99630000,0.00000000,0.00370000,1.00000000
0.13333333,0.27000000,0.99220000,0.00000000,0.00780000,1.00000000
0.15000000,0.27000000,0.98250000,0.00000000,0.01750000,1.00000000
0.16666667,0.27000000,0.96810000,0.00000000,0.03190000,1.00000000
0.18333333,0.27000000,0.94570000,0.00000000,0.05430000,1.00000000
0.20000000,0.27000000,0.91890000,0.00000000,0.08110000,1.00000000
0.21666667,0.27000000,0.87990000,0.00000000,0.12010000,1.00000000
0.23333333,0.27000000,0.83850000,0.00010000,0.16140000,0.99999127
0.25000000,0.27000000,0.78950000,0.00030000,0.21020000,0.99997890
0.26666667,0.27000000,0.74000000,0.00040000,0.25960000,0.99995474
0.28333333,0.27000000,0.68640000,0.00030000,0.31330000,0.99996741
0.30000000,0.27000000,0.63370000,0.00030000,0.36600000,0.99994392
0.31666667,0.27000000,0.57850000,0.00040000,0.42110000,0.99991948
0.33333333,0.27000000,0.52530000,0.00050000,0.47420000,0.99995409
0.35000000,0.27000000,0.47560000,0.00070000,0.52370000,0.99995267
0.36666667,0.27000000,0.42750000,0.00090000,0.57160000,0.99991110
0.38333333,0.27000000,0.38530000,0.00060000,0.61410000,0.99990465
0.40000000,0.27000000,0.34410000,0.00100000,0.65490000,0.99987529
0.41666667,0.27000000,0.30830000,0.00120000,0.69050000,0.99984881
0.43333333,0.27000000,0.27330000,0.00150000,0.72520000,0.99980662
0.45000000,0.27000000,0.24230000,0.00180000,0.75590000,0.99973332
0.46666667,0.27000000,0.21360000,0.00160000,0.78480000,0.99967172
0.48333333,0.27000000,0.18570000,0.00160000,0.81270000,0.99969608
0.50000000,0.27000000,0.16460000,0.00160000,0.83380000,0.99968662
0.51666667,0.27000000,0.14450000,0.00190000,0.85360000,0.99967095
0.53333333,0.27000000,0.12680000,0.00140000,0.87180000,0.99979440
0.55000000,0.27000000,0.11090000,0.00170000,0.88740000,0.99972944
0.56666667,0.27000000,0.09640000,0.00160000,0.90200000,0.99973556
0.58333333,0.27000000,0.08480000,0.00170000,0.91350000,0.99967702
0.60000000,0.27000000,0.07480000,0.00180000,0.92340000,0.99962014
0.61666667,0.27000000,0.06520000,0.00190000,0.93290000,0.99961014
0.63333333,0.27000000,0.05620000,0.00230000,0.94150000,0.99953485
0.65000000,0.27000000,0.04960000,0.00190000,0.94850000,0.99956994
0.66666667,0.27000000,0.04350000,0.00180000,0.95470000,0.99957749
0.68333333,0.27000000,0.03850000,0.00170000,0.95980000,0.99960914
0.70000000,0.27000000,0.03400000,0.00170000,0.96430000,0.99960268
0.71666667,0.27000000,0.02990000,0.00170000,0.96840000,0.99961674
0.73333333,0.27000000,0.02630000,0.00180000,0.97190000,0.99956965
0.75000000,0.27000000,0.02240000,0.00150000,0.97610000,0.99962541
0.76666667,0.27000000,0.01930000,0.00140000,0.97930000,0.99959060
0.78333333,0.27000000,0.01720000,0.00130000,0.98150000,0.99956596
0.80000000,0.27000000,0.01480000,0.00110000,0.98410000,0.99958386
0.81666667,0.27000000,0.01320000,0.00110000,0.98570000,0.99955840
0.83333333,0.27000000,0.01090000,0.00100000,0.98810000,0.99954833
0.85000000,0.27000000,0.00930000,0.00070000,0.99000000,0.99963720
0.86666667,0.27000000,0.00840000,0.00070000,0.99090000,0.99962203
0.88333333,0.27000000,0.00760000,0.00070000,0.99170000,0.99960685
0.90000000,0.27000000,0.00650000,0.00070000,0.99280000,0.99959168
0.91666667,0.27000000,0.00540000,0.00070000,0.99390000,0.99957650
0.93333333,0.27000000,0.00470000,0.00060000,0.99470000,0.99963748
0.95000000,0.27000000,0.00410000,0.00070000,0.99520000,0.99962515
0.96666667,0.27000000,0.00370000,0.00070000,0.99560000,0.99961136
0.98333333,0.27000000,0.00370000,0.00070000,0.99560000,0.99959757
1.00000000,0.27000000,0.00340000,0.00070000,0.99590000,0.99959037
0.00000000,0.28500000,1.00000000,0.00000000,0.00000000,1.00000000
0.01666667,0.28500000,1.00000000,0.00000000,0.00000000,1.00000000
0.03333333,0.28500000,1.00000000,0.00000000,0.00000000,1.00000000
0.05000000,0.28500000,1.00000000,0.00000000,0.00000000,1.00000000
0.06666667,0.28500000,1.00000000,0.00000000,0.00000000,1.00000000
0.08333333,0.28500000,0.99990000,0.00000000,0.00010000,1.00000000
0.10000000,0.28500000,0.99940000,0.00000000,0.00060000,1.00000000
0.11666667,0.28500000,0.99750000,0.00000000,0.00250000,1.00000000
0.13333333,0.28500000,0.99440000,0.00000000,0.00560000,1.00000000
0.15000000,0.28500000,0.98730000,0.00000000,0.01270000,1.00000000
0.16666667,0.28500000,0.97630000,0.00000000,0.02370000,1.00000000
0.18333333,0.28500000,0.95930000,0.00000000,0.04070000,1.00000000
0.20000000,0.28500000,0.93550000,0.00000000,0.06450000,1.00000000
0.21666667,0.28500000,0.90670000,0.00000000,0.09330000,1.00000000
0.23333333,0.28500000,0.86970000,0.00020000,0.13010000,0.99998894
0.25000000,0.28500000,0.82900000,0.00030000,0.17070000,0.99997890
0.26666667,0.28500000,0.78180000,0.00040000,0.21780000,0.99995474
0.28333333,0.28500000,0.73440000,0.00060000,0.26500000,0.99991439
0.30000000,0.28500000,0.68190000,0.00070000,0.31740000,0.99992595
0.31666667,0.28500000,0.63340000,0.00060000,0.36600000,0.99991864
0.33333333,0.28500000,0.58010000,0.00090000,0.41900000,0.99987524
0.35000000,0.28500000,0.52980000,0.00110000,0.46910000,0.99984720
0.36666667,0.28500000,0.48220000,0.00130000,0.51650000,0.99979291
0.38333333,0.28500000,0.43680000,0.00130000,0.56190000,0.99983175
0.40000000,0.28500000,0.39520000,0.00150000,0.60330000,0.99979618
0.41666667,0.28500000,0.35700000,0.00160000,0.64140000,0.99978168
0.43333333,0.28500000,0.31950000,0.00230000,0.67820000,0.99970894
0.45000000,0.28500000,0.28870000,0.00220000,0.70910000,0.99970355
0.46666667,0.28500000,0.25560000,0.00200000,0.74240000,0.99962823
0.48333333,0.28500000,0.22740000,0.00260000,0.77000000,0.99954974
0.50000000,0.28500000,0.20040000,0.00300000,0.79660000,0.99945956
0.51666667,0.28500000,0.17750000,0.00320000,0.81930000,0.99950225
0.53333333,0.28500000,0.15640000,0.00300000,0.84060000,0.99944395
0.55000000,0.28500000,0.13850000,0.00280000,0.85870000,0.99941463
0.56666667,0.28500000,0.12230000,0.00270000,0.87500000,0.99941538
0.58333333,0.28500000,0.10740000,0.00280000,0.88980000,0.99946329
0.60000000,0.28500000,0.09420000,0.00230000,0.90350000,0.99946268
0.61666667,0.28500000,0.08360000,0.00270000,0.91370000,0.99941380
0.63333333,0.28500000,0.07380000,0.00290000,0.92330000,0.99935761
0.65000000,0.28500000,0.06480000,0.00350000,0.93170000,0.99926359
0.66666667,0.28500000,0.05560000,0.00350000,0.94090000,0.99924186
0.68333333,0.28500000,0.04880000,0.00330000,0.94790000,0.99919166
0.70000000,0.28500000,0.04370000,0.00330000,0.95300000,0.99919582
